TimeElapsed,optimgain,TimestepsSoFar,entloss,ev_tdlam_before,meankl,EpLenMean,EpRewMean,entropy,EpTrueRewMean,EpisodesSoFar,EpThisIter,surrgain
1244.556883573532,0.14143007,565557,0.0,0.9006172120571136,0.003836984,104.15,75.25447,23.305502,533.7008371666061,2514,12,0.14143007
1251.0461642742157,0.29435015,568605,0.0,0.8569841831922531,0.013904316,106.375,77.119545,23.302729,545.1769842395954,2523,9,0.29435015
1257.6487741470337,0.2835906,571314,0.0,0.8851832821965218,0.014534306,105.175,75.589645,23.30013,545.1732772447824,2532,9,0.2835906
1264.1986725330353,0.31576163,574563,0.0,0.873431071639061,0.013843784,100.3,71.3148,23.301336,520.0888078186781,2543,11,0.31576163
1270.7622380256653,0.2787242,577611,0.0,0.8778157904744148,0.014336492,100.45,71.19054,23.297834,513.6670643545422,2554,11,0.2787242
1277.5165259838104,0.2902125,580611,0.0,0.8887042626738548,0.012959531,97.825,69.92845,23.299822,494.6266585969173,2564,10,0.2902125
1284.2859380245209,0.16016355,583971,0.0,0.8802614957094193,0.0038436498,98.45,70.139786,23.30184,498.6978585473222,2575,11,0.16016355
1290.9434864521027,0.18107243,587061,0.0,0.8686977922916412,0.004143115,99.525,71.07997,23.29421,504.4212947066725,2585,10,0.18107243
1297.5094912052155,0.14446247,590049,0.0,0.8521235138177872,0.0038264063,100.9,70.805176,23.28906,512.1093534311701,2595,10,0.14446247
1304.102344751358,0.15764916,593013,0.0,0.8776582553982735,0.003868589,100.475,70.503555,23.284979,514.2808983879945,2605,10,0.15764916
