EpisodesSoFar,TimestepsSoFar,surrgain,EpLenMean,optimgain,EpTrueRewMean,EpThisIter,entloss,entropy,ev_tdlam_before,EpRewMean,TimeElapsed,meankl
533,504546,0.0677565,751.6,0.0677565,2113.777770692417,1,0.0,7.0438805,0.13736951351165771,2113.777770692417,671.4369785785675,0.0085117845
536,507972,0.096190386,718.275,0.096190386,2034.1922522445998,3,0.0,7.076433,0.8504875004291534,2034.1922522445998,675.4574029445648,0.009384975
537,510972,0.07645601,729.65,0.07645601,2073.798565255473,1,0.0,7.122379,-0.14074265956878662,2073.798565255473,679.6181631088257,0.008997435
538,513972,0.07131526,729.65,0.07131526,2066.8092926727704,1,0.0,7.147811,0.10434859991073608,2066.8092926727704,683.951162815094,0.012488319
539,516972,0.094235584,738.1,0.094235584,2090.3708328272,1,0.0,7.1294684,-0.08396637439727783,2090.3708328272,688.2383403778076,0.009829479
540,519972,0.08250456,738.1,0.08250456,2095.4063811874403,1,0.0,7.1209273,0.1583349108695984,2095.4063811874403,692.565603017807,0.009371711
541,521475,0.07336973,741.75,0.07336973,2103.62120704065,1,0.0,7.158687,0.9128648266196251,2103.62120704065,696.8975303173065,0.008442689
543,525966,0.08592679,761.3,0.08592679,2163.042349977798,2,0.0,7.1383796,0.7216055989265442,2163.042349977798,700.9734723567963,0.00894419
545,529725,0.08037103,772.7,0.08037103,2181.4183304442363,2,0.0,7.1449113,0.5817313492298126,2181.4183304442363,705.008303642273,0.009013856
546,532725,0.08127494,781.825,0.08127494,2202.4870873920163,1,0.0,7.1284347,0.12421178817749023,2202.4870873920163,709.0628519058228,0.008382902
548,535896,0.10066891,769.825,0.10066891,2183.3232121629976,2,0.0,7.117982,0.9074686467647552,2183.3232121629976,713.1490530967712,0.009471855
550,540762,0.084519595,773.875,0.084519595,2196.843575342316,2,0.0,7.1034107,0.6822119057178497,2196.843575342316,717.3082330226898,0.009025136
551,543762,0.08460416,787.825,0.08460416,2238.1200899861806,1,0.0,7.112672,0.12963485717773438,2238.1200899861806,721.3552317619324,0.008656772
552,545865,0.08454317,792.8,0.08454317,2254.204470544501,1,0.0,7.0905156,0.9119158908724785,2254.204470544501,725.5009858608246,0.008233101
554,549642,0.07875499,791.625,0.07875499,2240.361454762961,2,0.0,7.0681624,0.7630158066749573,2240.361454762961,729.6115078926086,0.010011415
556,553866,0.097624294,776.825,0.097624294,2180.8530561981424,2,0.0,7.07213,0.4626278281211853,2180.8530561981424,733.7320265769958,0.009345295
557,556866,0.07965811,776.825,0.07965811,2173.0220036616997,1,0.0,7.1127157,0.2003638744354248,2173.0220036616997,737.7743282318115,0.009657409
558,558525,0.11872184,765.65,0.11872184,2133.2213088139224,1,0.0,7.0901484,0.8507155627012253,2133.2213088139224,741.8563520908356,0.009148828
559,560763,0.08512722,759.3,0.08512722,2109.0882362743396,1,0.0,7.078373,0.8370989859104156,2109.0882362743396,745.9681510925293,0.008327009
561,565410,0.085304126,765.75,0.085304126,2124.338873068479,2,0.0,7.047315,0.627463698387146,2124.338873068479,749.9757347106934,0.008975216
562,568410,0.08748261,781.775,0.08748261,2172.488390320589,1,0.0,7.065678,0.07306015491485596,2172.488390320589,754.0197327136993,0.009152597
563,571410,0.09664246,781.775,0.09664246,2152.7411489144206,1,0.0,7.0580893,0.20963901281356812,2152.7411489144206,758.0923755168915,0.008811335
566,573612,0.092096,726.0,0.092096,1991.196808479396,3,0.0,7.0654254,0.7585837990045547,1991.196808479396,762.197595834732,0.00790602
567,575490,0.1019211,716.65,0.1019211,1967.368896109884,1,0.0,7.023329,0.8831115439534187,1967.368896109884,766.2940204143524,0.009665491
