ev_tdlam_before,TimeElapsed,TimestepsSoFar,entropy,entloss,EpTrueRewMean,EpLenMean,optimgain,meankl,EpisodesSoFar,EpThisIter,surrgain,EpRewMean
0.897596575319767,7790.860372543335,926595,6.6607246,0.0,1748.1867121368475,584.35,0.108172774,0.011350896,839,1,0.108172774,142.70032
0.906493291258812,7816.214302778244,928605,6.6958814,0.0,1629.6856944806027,546.3,0.10423069,0.009555775,842,3,0.10423069,134.95926
0.4442092180252075,7841.177189350128,931605,6.6982927,0.0,1627.747630511997,546.3,0.099410824,0.010648598,843,1,0.099410824,135.22942
0.8717332780361176,7867.55099272728,937152,6.7147436,0.0,1651.3553428041857,550.25,0.116266355,0.010638511,846,3,0.116266355,136.49513
0.914834126830101,7892.5105884075165,940506,6.739116,0.0,1650.1418053315151,548.45,0.1216937,0.010805407,848,2,0.1216937,136.39034
0.8640230447053909,7918.710347652435,941544,6.7065954,0.0,1675.6194766505564,552.675,0.12478219,0.009714966,849,1,0.12478219,138.43344
0.4815908670425415,7943.56330871582,944544,6.745986,0.0,1740.657109378671,570.7,0.11732993,0.009807829,850,1,0.11732993,143.1105
0.8819037899374962,7969.805997610092,946278,6.727051,0.0,1763.2737165208223,577.5,0.11882189,0.0100228675,851,1,0.11882189,144.94965
0.942520797252655,7994.956952571869,948804,6.7149887,0.0,1725.402091599047,565.8,0.09758617,0.009953426,853,2,0.09758617,140.40031
0.833066463470459,8020.5521585941315,950772,6.689354,0.0,1743.4841581649678,570.425,0.10937888,0.010072396,854,1,0.10937888,140.8625
0.7172241806983948,8045.291284799576,952050,6.6938214,0.0,1701.1998547867777,557.45,0.13592622,0.010041604,855,1,0.13592622,137.16057
