EpTrueRewMean,TimeElapsed,meankl,TimestepsSoFar,EpisodesSoFar,ev_tdlam_before,entropy,EpThisIter,optimgain,EpLenMean,EpRewMean,surrgain,entloss
531.4747795682116,1881.1231853961945,0.0040323213,877209,3507,0.8329798579216003,23.659174,10,0.14026722,106.55,63.1834,0.14026722,0.0
497.8425014765361,1887.9975454807281,0.004029503,880452,3519,0.852686807513237,23.65851,12,0.14722264,99.7,59.79009,0.14722264,0.0
511.53263718089363,1894.7862944602966,0.014813527,883557,3528,0.8759479820728302,23.661867,9,0.2955705,101.525,62.104748,0.2955705,0.0
491.39588573458894,1901.4641032218933,0.0038582315,886623,3539,0.8828327357769012,23.660463,11,0.13770965,98.35,61.599903,0.13770965,0.0
500.380627989791,1908.0990600585938,0.014734551,889812,3549,0.8759007826447487,23.661848,10,0.2899753,99.225,62.994476,0.2899753,0.0
506.38611285154286,1914.8489918708801,0.014636938,893031,3560,0.7785129994153976,23.655191,11,0.28723234,102.175,63.71526,0.28723234,0.0
521.5889294158782,1921.5138187408447,0.003806781,896247,3568,0.822880357503891,23.656721,8,0.1616465,105.75,65.71418,0.1616465,0.0
530.8010087943045,1928.2309596538544,0.0038390718,899460,3579,0.8264242857694626,23.655355,11,0.15339193,106.975,67.46042,0.15339193,0.0
508.9581570762143,1934.8474287986755,0.0038741871,902832,3591,0.8450520485639572,23.65381,12,0.13815133,102.625,65.685104,0.13815133,0.0
535.6276211318551,1941.6192209720612,0.00379958,905877,3600,0.8783781826496124,23.647211,9,0.14444476,107.05,68.01491,0.14444476,0.0
487.6044129056037,1948.2942407131195,0.01488679,908691,3610,0.8979513123631477,23.647886,10,0.26420796,97.35,62.41673,0.26420796,0.0
