entropy,EpTrueRewMean,optimgain,EpThisIter,EpRewMean,TimestepsSoFar,surrgain,meankl,entloss,TimeElapsed,ev_tdlam_before,EpisodesSoFar,EpLenMean
4.452033,910.7848013988554,0.042648718,1,634.59296,918723,0.042648718,0.009911259,0.0,1292.1992623806,-0.000748753547668457,442,930.5
4.493402,910.8643713529921,0.048146915,1,634.5503,921723,0.048146915,0.00934167,0.0,1296.5894629955292,-0.0001131296157836914,443,930.5
4.487693,910.4477304459755,0.037340716,1,634.26434,924723,0.037340716,0.008611936,0.0,1301.2245621681213,-0.00047719478607177734,444,930.5
4.4850397,934.3161126572766,0.032222208,1,650.5379,927723,0.032222208,0.009532766,0.0,1305.553323507309,0.003276526927947998,445,954.225
4.546076,934.2273706733624,0.02968913,1,650.5397,930723,0.02968913,0.008858347,0.0,1309.8827769756317,-0.010220646858215332,446,954.225
4.568395,934.2022223489209,0.03604988,1,650.16956,933723,0.03604988,0.0077078384,0.0,1314.2685084342957,0.0003097057342529297,447,954.225
4.572564,934.4002703133589,0.04857104,1,650.1467,936723,0.04857104,0.009362377,0.0,1318.636486530304,-0.0027598142623901367,448,954.225
4.571894,934.3788133119782,0.03615558,1,650.09534,939723,0.03615558,0.009750729,0.0,1322.9207859039307,-0.004777073860168457,449,954.225
4.643555,934.0795068716659,0.034142807,1,650.13574,942723,0.034142807,0.0112565085,0.0,1327.2522118091583,-0.00035262107849121094,450,954.225
4.655641,933.7559419111989,0.034653116,1,650.20715,945723,0.034653116,0.008218382,0.0,1331.5591020584106,-2.1457672119140625e-06,451,954.225
4.656758,933.5656632644859,0.045233466,1,649.9475,948723,0.045233466,0.008975213,0.0,1335.893610715866,-4.661083221435547e-05,452,954.225
4.661616,933.5183995266714,0.03824676,1,650.2096,951723,0.03824676,0.009747151,0.0,1340.2277886867523,-0.00010538101196289062,453,954.225
4.685418,919.9205997586139,0.057525255,1,641.0667,953103,0.057525255,0.00902761,0.0,1344.5564436912537,0.5516692996025085,454,940.725
4.694234,920.39689450723,0.039521605,1,640.9504,956103,0.039521605,0.007863233,0.0,1348.8198053836823,-0.031768083572387695,455,940.725
4.677821,894.6200630190986,0.063268855,3,623.99286,959310,0.063268855,0.009616285,0.0,1353.1436774730682,0.45924270153045654,458,915.2
4.680624,894.7918777055593,0.04628866,1,623.9884,962310,0.04628866,0.008013501,0.0,1357.4831295013428,0.11038845777511597,459,915.2
4.65824,894.7624752507469,0.03774161,1,623.97766,965310,0.03774161,0.008423204,0.0,1361.7971584796906,-0.08972811698913574,460,915.2
