entloss,optimgain,EpTrueRewMean,meankl,TimestepsSoFar,EpRewMean,ev_tdlam_before,surrgain,EpThisIter,EpisodesSoFar,TimeElapsed,EpLenMean,entropy
0.0,0.009761522,196.65,0.009152251,891862,125.66844,0.9298378303647041,0.009761522,5,4666,4362.38152217865,196.65,0.560355
0.0,0.008992324,197.425,0.0063883094,892862,129.9482,0.9210522249341011,0.008992324,5,4671,4367.50794005394,197.425,0.54648876
0.0,0.011445035,198.675,0.007830749,893862,135.89796,0.9118857756257057,0.011445035,5,4676,4372.871340513229,198.675,0.55316794
0.0,0.007869207,199.875,0.009349301,894862,142.37009,0.814012199640274,0.007869207,5,4681,4377.963788509369,199.875,0.5279039
0.0,0.012568098,199.875,0.009231614,895862,149.08923,0.6798577308654785,0.012568098,5,4686,4383.248680830002,199.875,0.5414276
0.0,0.00804347,200.0,0.0065564383,896862,156.90689,0.571778267621994,0.00804347,5,4691,4388.41163110733,200.0,0.5500169
0.0,0.01202337,200.0,0.007952113,897862,159.76823,0.8474356830120087,0.01202337,5,4696,4393.33997631073,200.0,0.55551577
0.0,0.007756833,200.0,0.006308298,899062,162.59027,0.757172092795372,0.007756833,6,4702,4397.765510082245,200.0,0.5484408
0.0,0.008481668,200.0,0.0079836715,900062,161.20299,0.9059918150305748,0.008481668,5,4707,4403.0406312942505,200.0,0.56646895
0.0,0.00841974,200.0,0.0075792503,901062,159.86734,0.6783000826835632,0.00841974,5,4712,4407.611394166946,200.0,0.583212
0.0,0.008494943,200.0,0.0047731376,902062,156.76505,0.6848676204681396,0.008494943,5,4717,4412.044173955917,200.0,0.53280294
0.0,0.009832466,200.0,0.007506911,903062,152.65788,0.6051641702651978,0.009832466,5,4722,4417.217940092087,200.0,0.5406909
0.0,0.0048066867,200.0,0.008491699,904062,148.2092,0.4870460629463196,0.0048066867,5,4727,4422.335589170456,200.0,0.5283525
0.0,0.007401591,200.0,0.0076264627,905062,144.53825,0.5558947622776031,0.007401591,5,4732,4427.758705615997,200.0,0.5196916
0.0,0.016282074,200.0,0.009497729,906062,142.24051,0.6222167611122131,0.016282074,5,4737,4432.558846473694,200.0,0.5225104
0.0,0.008538351,200.0,0.008464675,907262,138.29391,0.3267139196395874,0.008538351,6,4743,4437.81102347374,200.0,0.51031935
0.0,0.009185484,199.675,0.0070536407,908249,136.84317,0.03775441646575928,0.009185484,5,4748,4442.881619930267,199.675,0.47413784
0.0,0.008451145,199.675,0.007585364,909249,133.20724,0.04976475238800049,0.008451145,5,4753,4447.416828632355,199.675,0.45786506
