surrgain,entropy,EpisodesSoFar,entloss,ev_tdlam_before,EpThisIter,TimeElapsed,EpTrueRewMean,TimestepsSoFar,optimgain,EpRewMean,meankl,EpLenMean
0.05904782,2.553726,609,0.0,0.9406548701226711,1,3978.3585526943207,1674.9873369390643,485538,0.05904782,122.61047,0.009966665,496.2
0.055178277,2.5444005,611,0.0,0.9481680616736412,2,4004.025570869446,1723.038968691421,488829,0.055178277,125.42135,0.009119034,509.575
0.039499715,2.5975583,612,0.0,-0.03405308723449707,1,4028.660228252411,1760.8559675432261,491829,0.039499715,127.647194,0.009980972,521.225
0.046459917,2.6438053,615,0.0,0.8418532907962799,3,4054.111837863922,1820.5290732635399,496833,0.046459917,130.54782,0.009480295,539.0
0.051496077,2.608055,618,0.0,0.9471352994441986,3,4077.980408191681,1834.2112098347964,500262,0.051496077,130.63095,0.009921421,542.825
0.056675963,2.5564215,621,0.0,0.9826748128980398,3,4103.863914012909,1831.1998625664096,505491,0.056675963,129.89322,0.010287303,540.625
0.056213595,2.5172389,625,0.0,0.9125030636787415,4,4128.218575000763,1759.4120892074413,511101,0.056213595,124.7823,0.0096189035,518.2
0.044897553,2.5396185,627,0.0,0.9734619408845901,2,4154.045225858688,1781.8842444903628,515235,0.044897553,126.985886,0.009731759,522.2
0.056812927,2.4809668,628,0.0,0.921100802719593,1,4177.684462547302,1761.8770237869514,516819,0.056812927,126.15492,0.009930808,515.8
0.055878326,2.4622784,629,0.0,0.9502771385014057,1,4202.7498371601105,1801.4433231632242,519819,0.055878326,129.0751,0.009765688,526.175
0.057345975,2.4606922,631,0.0,0.9675692841410637,2,4227.870014667511,1742.1077587984305,522447,0.057345975,124.10982,0.009005552,508.175
0.053625483,2.4060724,632,0.0,0.9392908960580826,1,4252.341183423996,1758.9345553667263,525156,0.053625483,124.361145,0.01003205,512.475
0.05710819,2.4409125,633,0.0,0.9490467868745327,1,4277.374489068985,1815.0739864745913,528156,0.05710819,127.42477,0.010862179,528.5
0.044355065,2.4384444,635,0.0,0.5962967276573181,2,4301.7213768959045,1863.5326949819864,532032,0.044355065,129.67798,0.009805528,542.7
0.04962106,2.4060762,636,0.0,0.9085223451256752,1,4327.508152484894,1927.3199481782012,535032,0.04962106,133.47397,0.009941512,560.125
