meankl,entropy,surrgain,EpisodesSoFar,EpLenMean,ev_tdlam_before,optimgain,EpTrueRewMean,TimestepsSoFar,TimeElapsed,entloss,EpRewMean,EpThisIter
0.0074005616,7.681092,0.074086435,271,407.8,0.9270039796829224,0.074086435,442.30668730246924,50680,224.71654558181763,0.0,202.16684,1
0.0076260194,7.673843,0.08613184,274,358.0,0.937871228903532,0.08613184,408.86536584538675,51666,229.01763701438904,0.0,184.08195,3
0.0072862487,7.691102,0.1056211,279,343.125,0.9628496877849102,0.1056211,397.44859502712177,52798,233.32202053070068,0.0,178.17223,5
0.007734852,7.6781764,0.09033188,284,297.525,0.970913490280509,0.09033188,375.4886991183643,53973,237.62142062187195,0.0,165.72133,5
0.007476503,7.663334,0.09489253,289,307.625,0.9441027455031872,0.09489253,377.76206575557643,55764,241.94584846496582,0.0,165.0289,5
0.0070958687,7.642211,0.08380554,295,278.975,0.9331681281328201,0.08380554,357.2868042169936,56823,246.23541927337646,0.0,155.57759,6
0.007880967,7.6478276,0.07499176,299,268.4,0.954155657440424,0.07499176,367.8440474190608,57751,250.5086851119995,0.0,156.89384,4
0.0077410066,7.611935,0.092291154,303,280.7,0.9410479478538036,0.092291154,394.32594479438757,58832,254.8065938949585,0.0,164.61618,4
0.008148742,7.6268272,0.07399237,308,278.1,0.9481179602444172,0.07399237,408.9403252963074,60062,259.1017029285431,0.0,166.59213,5
0.0075153355,7.6240807,0.091838144,312,248.825,0.858195349574089,0.091838144,409.0975127995272,61009,263.4054636955261,0.0,164.69215,4
0.006959245,7.6140146,0.091326,316,247.2,0.8513603955507278,0.091326,411.2327500797613,61959,267.7216305732727,0.0,162.89278,4
0.008303869,7.617858,0.100961745,320,247.475,0.9621055908501148,0.100961745,410.7960843917099,63031,272.00677132606506,0.0,160.14459,4
0.008398583,7.605648,0.090800874,325,228.725,0.9483833089470863,0.090800874,402.13319020011875,64031,276.3311629295349,0.0,152.28754,5
