meankl,EpRewMean,EpisodesSoFar,entloss,optimgain,TimeElapsed,EpThisIter,TimestepsSoFar,EpLenMean,surrgain,EpTrueRewMean,entropy,ev_tdlam_before
0.009234024,49.827217,704,0.0,0.19319117,224.48665928840637,13,108330,78.625,0.19319117,393.32922366190314,23.75189,0.7747125774621964
0.009502241,47.437527,718,0.0,0.19012856,230.94484210014343,14,111447,75.45,0.19012856,377.4525971046062,23.711184,0.7842123955488205
0.009491429,50.346,731,0.0,0.21436672,237.47988653182983,13,114540,77.425,0.21436672,380.9581071936195,23.70581,0.8104089945554733
0.009989597,47.969204,745,0.0,0.22887224,244.00180530548096,14,117702,75.575,0.22887224,364.76305965423745,23.74074,0.7763526290655136
0.010699796,51.7636,759,0.0,0.20320983,250.49671149253845,14,120897,76.775,0.20320983,370.17675462857096,23.762203,0.7597233653068542
0.009687083,53.625416,771,0.0,0.20773923,256.9433333873749,12,123795,77.125,0.20773923,377.07624132169997,23.753729,0.7995179891586304
0.010460785,61.678627,783,0.0,0.24038255,263.41711235046387,12,126936,80.75,0.24038255,398.24440822583745,23.723162,0.8014022558927536
0.010067057,58.76449,796,0.0,0.20836452,269.8811948299408,13,129861,79.75,0.20836452,397.75294429329557,23.733074,0.7985989600419998
0.010498118,60.555504,810,0.0,0.22953573,276.29340410232544,14,133011,78.525,0.22953573,389.55859204205547,23.742208,0.7949864417314529
0.0099015655,54.479656,824,0.0,0.22880977,282.7378737926483,14,136071,73.525,0.22880977,363.7866835155358,23.734129,0.7418201267719269
0.009983087,46.83407,839,0.0,0.19441247,289.1651952266693,15,139095,69.65,0.19441247,340.6739869669681,23.754946,0.7142090797424316
0.010476754,46.803688,853,0.0,0.20895293,295.6817662715912,14,142242,72.25,0.20895293,357.11154877115524,23.716043,0.8138330727815628
0.011109531,41.457092,868,0.0,0.23339616,302.2781603336334,15,145455,70.925,0.23339616,351.0887494930659,23.702211,0.7273696064949036
0.010013792,45.496834,881,0.0,0.21330461,309.0218551158905,13,148500,74.7,0.21330461,373.1773055855632,23.682617,0.8508857041597366
0.011403471,50.264706,893,0.0,0.21482599,315.53471636772156,12,151653,78.425,0.21482599,389.9354330496923,23.666998,0.7685797363519669
0.009391585,58.95991,906,0.0,0.21913432,322.0574736595154,13,154887,82.8,0.21913432,408.96508802626073,23.670916,0.7885608226060867
0.01039534,61.07776,918,0.0,0.22545137,328.6519341468811,12,157770,83.8,0.22545137,411.5858840650115,23.668781,0.8096981793642044
0.010974488,60.291603,929,0.0,0.28633624,335.25512742996216,11,160665,83.975,0.28633624,413.9401795787632,23.681864,0.722012996673584
0.009767229,58.698463,943,0.0,0.23892649,341.719309091568,14,163824,79.975,0.23892649,394.32801284177344,23.647623,0.7837954610586166
0.010083617,58.704662,955,0.0,0.23424244,348.1956522464752,12,166734,80.3,0.23424244,394.5360711536047,23.64764,0.7916786819696426
0.010887316,58.408348,967,0.0,0.23625797,354.6002948284149,12,169797,80.125,0.23625797,395.92317297653483,23.639322,0.8198366016149521
0.0103842355,59.82421,979,0.0,0.19499974,361.1535642147064,12,172884,83.675,0.19499974,411.76261723107984,23.617592,0.7754802405834198
0.011638087,56.009888,991,0.0,0.22090372,367.4918472766876,12,175809,83.3,0.22090372,408.16715564587327,23.62435,0.8298534005880356
0.010539707,54.754974,1003,0.0,0.24673723,373.9208941459656,12,178749,82.675,0.24673723,404.2434858734652,23.63161,0.8107235431671143
0.011101048,50.757595,1015,0.0,0.21084565,380.4183099269867,12,181989,83.475,0.21084565,404.5509048555224,23.593672,0.8551564365625381
0.011040611,48.435204,1028,0.0,0.24014989,386.95431995391846,13,184992,82.3,0.24014989,402.83857914004017,23.592691,0.7918156683444977
0.011147067,48.996243,1040,0.0,0.26900542,393.38557052612305,12,188055,83.25,0.26900542,407.4950984296881,23.5935,0.7703548520803452
0.010969208,49.406265,1053,0.0,0.23336788,399.8435459136963,13,191160,82.625,0.23336788,403.3591524458801,23.57105,0.8005558401346207
0.010696509,49.372253,1065,0.0,0.22554831,406.2650537490845,12,194154,81.775,0.22554831,397.4425376625378,23.57308,0.825845941901207
