entloss,entropy,surrgain,EpLenMean,EpisodesSoFar,TimeElapsed,EpThisIter,ev_tdlam_before,meankl,EpRewMean,optimgain,TimestepsSoFar,EpTrueRewMean
0.0,3.3487859,0.039691117,752.95,524,595.0536644458771,1,0.020190954208374023,0.009219747,2145.4017253438383,0.039691117,500910,2145.4017253438383
0.0,3.3757002,0.05244387,753.225,526,598.8161256313324,2,0.42645007371902466,0.008206081,2143.383560009166,0.05244387,504294,2143.383560009166
0.0,3.3835838,0.06690821,751.425,527,602.5626904964447,1,0.8946769833564758,0.009837098,2148.3723281216885,0.06690821,507078,2148.3723281216885
0.0,3.3821342,0.062728256,749.525,528,606.304615020752,1,0.8332411795854568,0.009243806,2155.42677545263,0.062728256,509850,2155.42677545263
0.0,3.332092,0.054164704,737.675,530,610.0254154205322,2,0.7229672074317932,0.008355059,2125.1147492559257,0.054164704,514428,2125.1147492559257
0.0,3.3352075,0.056585796,757.45,531,613.7538728713989,1,-0.007904887199401855,0.009369018,2189.8575933845873,0.056585796,517428,2189.8575933845873
0.0,3.3316414,0.044203416,757.45,532,617.4577314853668,1,0.04641610383987427,0.009131592,2192.1752769470563,0.044203416,520428,2192.1752769470563
0.0,3.333069,0.048574105,771.7,533,621.1450498104095,1,0.03469890356063843,0.010365218,2230.8478552756706,0.048574105,523428,2230.8478552756706
0.0,3.3822017,0.044944912,771.7,534,624.8376483917236,1,0.06936657428741455,0.009865552,2228.4533570470558,0.044944912,526428,2228.4533570470558
0.0,3.3639855,0.046497412,793.425,535,628.5331287384033,1,0.010901272296905518,0.009361702,2297.391736572937,0.046497412,529428,2297.391736572937
0.0,3.3471155,0.042259328,815.025,536,632.2268183231354,1,0.0476837158203125,0.009034561,2362.9852817937835,0.042259328,532428,2362.9852817937835
0.0,3.325326,0.05043036,815.025,537,635.8959374427795,1,0.0275346040725708,0.010055393,2365.5458102886505,0.05043036,535428,2365.5458102886505
0.0,3.3241274,0.046560355,815.025,538,639.590505361557,1,0.058004558086395264,0.0092201615,2367.733845928094,0.046560355,538428,2367.733845928094
0.0,3.3256528,0.06854787,828.875,539,643.296710729599,1,-0.04224085807800293,0.010669187,2410.9284247111823,0.06854787,541428,2410.9284247111823
0.0,3.3474119,0.0654004,839.275,540,647.0690698623657,1,0.823385551571846,0.008320025,2442.501934115644,0.0654004,543078,2442.501934115644
0.0,3.3503132,0.048999332,839.275,541,650.6708221435547,1,-0.12091648578643799,0.0096062515,2447.357371687904,0.048999332,546078,2447.357371687904
0.0,3.3640463,0.054354426,845.925,543,654.3551690578461,2,-0.01568424701690674,0.008551622,2468.833885732794,0.054354426,550623,2468.833885732794
0.0,3.365448,0.06090765,826.0,545,658.1262631416321,2,0.6985898613929749,0.008247228,2407.3585463093405,0.06090765,553356,2407.3585463093405
0.0,3.324158,0.048082966,847.725,546,661.7862491607666,1,0.05543571710586548,0.011260929,2474.8828536983156,0.048082966,556356,2474.8828536983156
0.0,3.3170075,0.05964259,864.75,548,665.5322680473328,2,0.6466606259346008,0.009385057,2525.4965354427736,0.05964259,561048,2525.4965354427736
0.0,3.2941587,0.038565658,886.675,549,669.3349692821503,1,0.03832656145095825,0.009545409,2594.155450616523,0.038565658,564048,2594.155450616523
0.0,3.2974944,0.0646347,886.675,550,673.1146054267883,1,-0.007642388343811035,0.008723299,2590.5448782642825,0.0646347,567048,2590.5448782642825
0.0,3.2836375,0.059621878,887.525,551,676.7922825813293,1,0.9347974210977554,0.009622928,2595.197153807568,0.059621878,569814,2595.197153807568
