EpTrueRewMean,meankl,TimestepsSoFar,surrgain,optimgain,ev_tdlam_before,entloss,EpRewMean,EpLenMean,TimeElapsed,EpThisIter,entropy,EpisodesSoFar
1357.6815059237133,0.008006431,381390,0.09130294,0.09130294,0.927621953189373,0.0,579.3455,540.225,826.974996805191,2,7.3102546,426
1391.9703957709069,0.007981992,386208,0.10190034,0.10190034,0.654786080121994,0.0,589.2573,555.925,833.4214622974396,2,7.3207245,428
1377.5210053671722,0.009072923,388467,0.11878234,0.11878234,0.9094024151563644,0.0,581.3529,549.1,839.8983476161957,2,7.330611,430
1422.5069646086827,0.008674111,392592,0.1020873,0.1020873,0.8648780584335327,0.0,598.2292,562.275,846.6442189216614,2,7.3386197,432
1376.1491007222219,0.00813459,395409,0.12586436,0.12586436,0.9080758988857269,0.0,579.22284,542.025,853.4422116279602,2,7.3314342,434
1400.206377785873,0.008792438,398733,0.10269923,0.10269923,0.8414691239595413,0.0,588.6998,546.925,859.9340360164642,2,7.3305535,436
1387.7259883855795,0.008900724,402168,0.09841351,0.09841351,0.8996036946773529,0.0,579.6209,542.325,866.4181253910065,3,7.324845,439
1386.093684457626,0.009075951,405972,0.11956096,0.11956096,0.9379363767802715,0.0,575.4265,540.025,872.9708273410797,2,7.3386974,441
1387.4267957228783,0.008309418,409194,0.10916199,0.10916199,0.7783973067998886,0.0,574.83124,535.275,879.5372080802917,2,7.347091,443
1390.3321187468052,0.009669386,410061,0.11881823,0.11881823,0.708085298538208,0.0,575.3159,535.9,886.0144424438477,1,7.3319736,444
1395.6638073014024,0.008740085,413097,0.1047795,0.1047795,0.9367154985666275,0.0,575.1063,537.425,892.5593702793121,2,7.3347936,446
1420.1982740829703,0.008056239,417159,0.108873576,0.108873576,0.8939943611621857,0.0,585.5883,541.3,899.6392285823822,2,7.329163,448
1481.549437693106,0.008593783,421671,0.109188735,0.109188735,0.8542172312736511,0.0,609.3812,557.95,906.528894662857,2,7.321973,450
1528.8632640381081,0.008760024,425466,0.102009796,0.102009796,0.8632178008556366,0.0,627.0259,572.05,913.1703977584839,2,7.296278,452
1526.9045878240452,0.013172442,427413,0.14490965,0.14490965,0.8710822314023972,0.0,625.33856,564.75,919.8884513378143,1,7.273564,453
1513.5918034576994,0.0085456595,428640,0.08614015,0.08614015,0.810129702091217,0.0,620.0133,558.575,926.6458959579468,1,7.2693005,454
1494.8891928759272,0.008527469,430095,0.10989276,0.10989276,0.9022422507405281,0.0,611.14374,545.7,933.1025586128235,1,7.250505,455
1488.3409111958922,0.00852798,432714,0.09439996,0.09439996,0.8929246217012405,0.0,604.98474,542.525,939.6339626312256,1,7.2812343,456
1560.4839038867208,0.009219479,436701,0.10944426,0.10944426,0.8872400149703026,0.0,629.9076,565.2,946.7073438167572,2,7.283565,458
1588.3111173443415,0.00961012,438972,0.18613698,0.18613698,0.8717156052589417,0.0,639.41925,569.675,954.19562292099,1,7.29213,459
1555.5840969723636,0.008862708,441015,0.10209654,0.10209654,0.8134726285934448,0.0,623.2668,558.325,960.8251910209656,2,7.289737,461
1504.3775405112788,0.008573229,443409,0.12371913,0.12371913,0.8654678761959076,0.0,600.75995,539.775,967.1943576335907,2,7.2940507,463
1538.7574586316734,0.009106042,445404,0.11782669,0.11782669,0.9515311047434807,0.0,612.5501,551.275,973.6188857555389,1,7.262509,464
1552.1176390874527,0.009109307,446904,0.0802979,0.0802979,0.8724821209907532,0.0,616.3744,556.15,979.9131433963776,1,7.2436657,465
1520.4497385574753,0.0094206305,449439,0.101057395,0.101057395,0.9032461866736412,0.0,602.19836,542.075,986.4204909801483,2,7.2750373,467
1560.2034221248093,0.009604024,454227,0.09055176,0.09055176,0.9141898900270462,0.0,615.9551,548.0,992.8599200248718,3,7.2740645,470
1544.828661662296,0.008151896,458541,0.09296705,0.09296705,0.9440212324261665,0.0,605.75653,539.55,999.2308073043823,3,7.2592034,473
1503.549841273556,0.008760195,461142,0.097711034,0.097711034,0.7533662170171738,0.0,585.32697,529.15,1006.2289810180664,2,7.2674694,475
1508.4355984701547,0.008447252,463815,0.10881902,0.10881902,0.7624804228544235,0.0,583.9979,529.3,1013.5874578952789,2,7.2645917,477
1525.4430910096078,0.0073760846,465135,0.1507166,0.1507166,0.9482513703405857,0.0,589.7821,534.75,1019.8776874542236,1,7.2417474,478
1558.8064616411266,0.010073112,467274,0.10777721,0.10777721,0.7887464761734009,0.0,601.28925,542.55,1026.5379676818848,1,7.262817,479
1554.2985662317017,0.008134387,468597,0.12533444,0.12533444,0.953324418514967,0.0,598.7176,539.25,1033.325970172882,1,7.245191,480
1544.92015472703,0.008806604,470388,0.09375898,0.09375898,0.8510831743478775,0.0,593.2627,536.8,1039.9105553627014,1,7.2183795,481
1600.474990260278,0.007941165,475311,0.09399824,0.09399824,0.8809296861290932,0.0,610.60596,550.975,1046.750504732132,2,7.174991,483
1646.3936023836184,0.008762818,477762,0.10396117,0.10396117,0.7269585132598877,0.0,626.5616,564.175,1054.1383364200592,1,7.1646857,484
1692.8160029259532,0.011261912,480762,0.073537946,0.073537946,0.017527759075164795,0.0,642.3943,580.175,1060.8920617103577,1,7.131039,485
1684.4577527093775,0.010260837,482331,0.10146503,0.10146503,0.8439920097589493,0.0,639.4461,576.95,1067.278736114502,1,7.1107135,486
1607.2600385816627,0.008604466,486240,0.08948493,0.08948493,0.8093502968549728,0.0,603.8287,551.625,1073.6231381893158,3,7.117253,489
1619.1962518348512,0.008505707,488115,0.09794417,0.09794417,0.8822629526257515,0.0,608.2948,553.7,1080.0799989700317,1,7.1170793,490
1642.8069684353547,0.009336593,490203,0.10028781,0.10028781,0.8915546834468842,0.0,615.48047,557.5,1086.6651813983917,1,7.1106706,491
1615.3845235490048,0.009536324,493845,0.100046724,0.100046724,0.40047454833984375,0.0,602.5179,553.6,1093.118653535843,2,7.106185,493
1614.16165772329,0.008665493,496242,0.10819971,0.10819971,0.9201370924711227,0.0,600.48645,551.225,1099.5414595603943,2,7.101193,495
1618.3005043550925,0.008795235,499242,0.08786497,0.08786497,0.10011136531829834,0.0,601.3473,554.4,1106.0090656280518,1,7.1020646,496
1647.1856390987123,0.008519303,503871,0.09621148,0.09621148,0.5918896198272705,0.0,610.46063,559.75,1112.365480184555,2,7.07643,498
1659.4364448214997,0.011953161,507528,0.10257688,0.10257688,0.895419530570507,0.0,615.45636,563.825,1118.640395641327,2,7.058489,500
1695.84853864382,0.008963766,511509,0.089040995,0.089040995,0.5933955013751984,0.0,627.98376,574.325,1124.87308883667,2,7.0592813,502
1707.3508091931199,0.009433236,514629,0.11165896,0.11165896,0.8998601511120796,0.0,632.04346,576.875,1131.2569844722748,2,7.0482793,504
1753.4826818891172,0.010566484,517629,0.08273197,0.08273197,-0.005095839500427246,0.0,647.38293,589.375,1137.9214639663696,1,7.027696,505
1738.136931353106,0.009298911,518283,0.15322176,0.15322176,0.43464696407318115,0.0,642.22864,584.85,1144.4885437488556,1,7.013123,506
1726.8292521751787,0.008803127,521949,0.11798518,0.11798518,0.9344961643218994,0.0,635.6634,580.225,1150.736742734909,2,7.008806,508
1764.1190051843885,0.009366108,524349,0.11806865,0.11806865,0.9078196883201599,0.0,647.1671,589.025,1157.0788350105286,1,7.0094647,509
1807.6797144418717,0.010038264,528396,0.1001115,0.1001115,0.816082239151001,0.0,660.6688,599.825,1163.3284590244293,2,7.02202,511
1844.7510768849256,0.009318848,530685,0.10718134,0.10718134,0.8697477281093597,0.0,672.7423,610.25,1169.6231009960175,1,7.021346,512
1906.4489018261543,0.010688697,533685,0.08701694,0.08701694,0.865472748875618,0.0,692.1548,626.2,1175.9465835094452,1,7.052669,513
1941.5041538601042,0.009667279,537321,0.12067864,0.12067864,0.5941667854785919,0.0,704.4513,634.825,1182.3371107578278,2,7.0650187,515
1952.6698854140311,0.008518413,539352,0.09324234,0.09324234,0.9101153016090393,0.0,707.2604,637.625,1188.651710510254,1,7.0690312,516
2022.90167097133,0.009540168,544164,0.09344843,0.09344843,0.6842360198497772,0.0,731.3956,658.575,1194.9826061725616,2,7.0402875,518
1992.282520548243,0.009435132,545388,0.09994344,0.09994344,0.8660660833120346,0.0,719.27075,650.95,1201.3280053138733,1,7.022447,519
2059.8059929177625,0.009316467,550536,0.092124894,0.092124894,0.6421885788440704,0.0,741.67175,667.9,1207.643273115158,2,7.0270395,521
2064.738312187979,0.010382583,553509,0.09275616,0.09275616,0.8430532217025757,0.0,741.6376,667.925,1213.9593505859375,1,7.0532055,522
2098.1180321286915,0.010019941,556509,0.06900441,0.06900441,-0.059198975563049316,0.0,752.3092,676.65,1220.2947082519531,1,7.026472,523
2117.5013123651515,0.00971446,559509,0.089668915,0.089668915,0.7313104569911957,0.0,756.1676,681.225,1226.6130440235138,1,6.9934688,524
2124.6028465244535,0.009277828,562509,0.090971716,0.090971716,-0.33031725883483887,0.0,757.0673,681.225,1232.933184146881,1,6.9953136,525
2166.073353333473,0.009817375,565509,0.09160532,0.09160532,-0.16427671909332275,0.0,769.3771,693.15,1239.254026889801,1,6.978258,526
2172.4265965657496,0.009714132,568509,0.07087767,0.07087767,0.013255476951599121,0.0,769.14685,696.3,1245.624524116516,1,7.0197797,527
2207.6269959301035,0.009515935,570240,0.09759548,0.09759548,0.9287909120321274,0.0,779.51355,704.6,1251.9436492919922,1,6.967961,528
2272.8578624390802,0.010242354,572955,0.11683369,0.11683369,0.8368927240371704,0.0,800.4171,722.625,1258.2837927341461,1,6.9720297,529
2300.7298094539974,0.009877436,575955,0.0735131,0.0735131,0.016623616218566895,0.0,807.34576,732.0,1264.6791651248932,1,7.024549,530
2325.3054904343753,0.009037657,578955,0.090444356,0.090444356,0.09537601470947266,0.0,813.88074,739.6,1271.0504279136658,1,7.030155,531
2327.9466846465416,0.010165265,581955,0.07892929,0.07892929,-0.08226096630096436,0.0,813.8193,739.6,1277.3911530971527,1,7.0427203,532
