TimeElapsed,surrgain,EpLenMean,EpTrueRewMean,entloss,EpThisIter,meankl,optimgain,entropy,EpRewMean,TimestepsSoFar,EpisodesSoFar,ev_tdlam_before
164.40026950836182,0.05603239,564.725,553.5289113418348,0.0,1,0.007502471,0.05603239,8.081711,350.63916,40570,225,-0.04420745372772217
168.69209575653076,0.05245159,586.725,571.1137541213994,0.0,2,0.0071027763,0.05245159,8.090821,356.81076,41736,227,0.7029559314250946
172.99714016914368,0.0514725,608.025,587.9393311021739,0.0,1,0.006887965,0.0514725,8.12843,363.29858,42736,228,-0.24800586700439453
177.31824660301208,0.054223366,624.325,597.7658815094192,0.0,1,0.0074335914,0.054223366,8.161014,365.72015,43736,229,0.08220219612121582
181.59049797058105,0.07683801,633.675,596.5261993403649,0.0,2,0.0057582194,0.07683801,8.123838,364.82452,44496,231,0.8367260247468948
185.8556830883026,0.07585289,643.7,612.9733526891517,0.0,3,0.0063903485,0.07585289,8.171328,359.5774,46059,234,0.8038156479597092
190.1514356136322,0.090521514,661.3,634.2902470582624,0.0,1,0.006970931,0.090521514,8.162234,366.93866,46941,235,0.4732106924057007
194.40051174163818,0.07163356,677.35,648.9974450669845,0.0,1,0.008109001,0.07163356,8.148972,368.4476,47941,236,0.11561483144760132
198.64231657981873,0.08540846,697.275,664.7608659385629,0.0,1,0.007823871,0.08540846,8.172376,374.61743,48941,237,0.22856658697128296
202.91758227348328,0.06648584,700.0,667.4299639213662,0.0,1,0.0072436603,0.06648584,8.179569,365.26434,49941,238,-0.21966099739074707
207.18639874458313,0.06572549,705.9,669.343402153225,0.0,1,0.0061109485,0.06572549,8.215409,357.84552,50941,239,0.17578691244125366
211.47512364387512,0.06173455,723.825,678.9679846575982,0.0,1,0.006886307,0.06173455,8.225634,360.51523,51941,240,0.2230185866355896
215.7484986782074,0.06868112,736.0,676.7361624431485,0.0,2,0.006117031,0.06868112,8.186048,357.35263,53095,242,0.678629994392395
220.02120780944824,0.09593074,735.025,675.8305704740682,0.0,3,0.006607407,0.09593074,8.171889,351.95572,54195,245,0.7583511918783188
224.33045601844788,0.078431465,728.25,673.0999659165302,0.0,2,0.0066303844,0.078431465,8.166692,340.62512,55272,247,0.8231892138719559
228.65303540229797,0.09801552,734.85,699.0307696494558,0.0,2,0.006829528,0.09801552,8.161744,339.92633,56827,249,0.7712901085615158
232.9648129940033,0.11169223,717.0,694.910753054574,0.0,2,0.0060809087,0.11169223,8.182986,324.91168,58113,251,0.8370258659124374
237.24285125732422,0.078774154,704.325,669.1076375693525,0.0,3,0.0068544233,0.078774154,8.165087,309.2421,59367,254,0.8150763362646103
241.52010941505432,0.07826199,680.425,647.7791007385096,0.0,2,0.0061100945,0.07826199,8.188662,290.45444,60347,256,0.804162785410881
245.80612897872925,0.1421607,673.875,656.8951120490617,0.0,2,0.0074726148,0.1421607,8.17937,287.4158,61514,258,0.9150042533874512
250.12247514724731,0.11790636,640.575,636.2488877489131,0.0,2,0.0073885815,0.11790636,8.187138,272.6884,62182,260,0.7837857753038406
254.42111921310425,0.0800561,638.325,632.8736981231726,0.0,1,0.0076370416,0.0800561,8.190189,270.4926,62932,261,0.8603512346744537
258.7230999469757,0.085083544,589.45,598.6795627200797,0.0,4,0.006803094,0.085083544,8.18468,252.89072,64148,265,0.9190331324934959
262.99757838249207,0.1193615,584.675,609.1250857028942,0.0,2,0.0070805107,0.1193615,8.179869,254.6033,65123,267,0.922148771584034
267.2884364128113,0.09137202,556.0,594.5948833079514,0.0,2,0.008008535,0.09137202,8.165358,247.79102,65976,269,0.9124801084399223
271.56828355789185,0.09327844,541.525,613.4923327241028,0.0,4,0.00720461,0.09327844,8.150467,250.31812,67084,273,0.9184912443161011
275.88308024406433,0.10197555,503.15,600.1955177082682,0.0,3,0.0077841375,0.10197555,8.143628,246.95935,68067,276,0.8756008818745613
280.2139620780945,0.10899873,450.8,571.792345486219,0.0,3,0.006854171,0.10899873,8.118515,236.84587,68973,279,0.9423651583492756
284.51291012763977,0.09197198,419.675,567.2381757788883,0.0,3,0.0065186117,0.09197198,8.117248,233.4133,69882,282,0.8778720200061798
