ev_tdlam_before,optimgain,entloss,EpisodesSoFar,TimeElapsed,surrgain,TimestepsSoFar,EpLenMean,meankl,entropy,EpRewMean,EpThisIter,EpTrueRewMean
0.060986459255218506,0.055672985,0.0,344,1024.5006337165833,0.055672985,715167,796.2,0.009633472,4.0111313,386.05524,2,791.2779934585279
-0.0029969215393066406,0.056117147,0.0,345,1028.964007139206,0.056117147,718167,796.2,0.0094937775,4.0072308,386.30493,1,791.9432443425071
-0.002932429313659668,0.05854874,0.0,347,1033.4797959327698,0.05854874,724167,798.8,0.009239293,4.0076275,385.9899,2,797.2583251879089
-0.011374115943908691,0.045491584,0.0,348,1037.9733765125275,0.045491584,727167,816.8,0.007900603,4.0063844,393.58615,1,814.6829046399755
-0.009761452674865723,0.047328793,0.0,349,1042.4582195281982,0.047328793,730167,816.8,0.009336666,4.0161147,394.11264,1,814.7264374054671
-0.023799777030944824,0.047361188,0.0,350,1046.9025099277496,0.047361188,733167,839.625,0.010172974,4.0255146,405.07553,1,837.3383229784674
-0.0028437376022338867,0.0495856,0.0,351,1051.3803215026855,0.0495856,736167,839.625,0.008404581,4.0332646,405.23407,1,837.4640050949683
-0.005006194114685059,0.06441873,0.0,352,1055.8862519264221,0.06441873,739107,839.125,0.008741509,4.0255733,406.02808,1,835.1391957877497
-0.0037075281143188477,0.05654002,0.0,353,1060.3745493888855,0.05654002,742107,839.125,0.008817816,4.018059,406.05817,1,834.1743860372804
0.05487090349197388,0.05554974,0.0,354,1064.9011800289154,0.05554974,743997,848.05,0.008373206,4.017402,410.8875,1,843.3686441859976
-0.004293560981750488,0.049791235,0.0,355,1069.3717617988586,0.049791235,746997,871.775,0.009190325,4.0135865,421.83804,1,865.8000844541742
-8.463859558105469e-05,0.061852276,0.0,356,1073.8679435253143,0.061852276,749997,871.775,0.011112923,4.013824,421.85565,1,865.8301412003533
0.27327561378479004,0.06489607,0.0,359,1078.1482372283936,0.06489607,754161,863.75,0.009280661,4.018707,418.78442,3,856.839760209886
-0.06723904609680176,0.051119573,0.0,360,1082.5850045681,0.051119573,757161,863.75,0.00858361,4.0169377,418.8912,1,856.3304431994038
0.1479833722114563,0.059560705,0.0,361,1087.0243458747864,0.059560705,759855,875.0,0.0077990755,4.0397873,424.7076,1,870.1232990198201
0.14676302671432495,0.05373295,0.0,362,1091.5255818367004,0.05373295,762855,875.0,0.007995853,4.0387287,425.45148,1,870.0909293161801
-0.0024566650390625,0.0511107,0.0,363,1095.9534554481506,0.0511107,765855,875.0,0.0087238625,4.0616074,425.61798,1,869.8554141044966
-0.0029129981994628906,0.056121346,0.0,364,1100.3864858150482,0.056121346,768855,875.0,0.008918272,4.066313,426.20685,1,867.7988857257758
-0.0012451410293579102,0.06730318,0.0,365,1104.8640778064728,0.06730318,771855,875.0,0.010350604,4.0697403,427.74432,1,867.1659351694055
0.004073977470397949,0.062308453,0.0,366,1109.3160898685455,0.062308453,774105,889.375,0.008474115,4.06411,434.45184,1,880.5481800687501
0.7524779289960861,0.07132368,0.0,367,1113.7680821418762,0.07132368,775752,878.1,0.008461142,4.055692,428.80753,1,868.5594275081287
0.4635530710220337,0.07256038,0.0,368,1118.2095091342926,0.07256038,778332,874.6,0.007869664,4.07013,426.88312,1,864.9750963163187
-0.043781161308288574,0.062784754,0.0,369,1122.6055116653442,0.062784754,781332,874.6,0.009042589,4.069247,427.56015,1,865.4267318996656
0.02280491590499878,0.054452248,0.0,370,1127.0292096138,0.054452248,784332,874.6,0.008230478,4.059296,427.8082,1,867.2519508208712
-0.3768441677093506,0.056203652,0.0,371,1131.4896733760834,0.056203652,787332,896.675,0.008706557,4.057152,438.23663,1,889.3414665919161
