TimeElapsed,EpTrueRewMean,surrgain,EpLenMean,TimestepsSoFar,ev_tdlam_before,meankl,entloss,optimgain,EpThisIter,EpRewMean,entropy,EpisodesSoFar
1633.9161756038666,501.4329612262921,0.28704998,97.675,891876,0.8615754395723343,0.014942222,0.0,0.28704998,10,501.4329612262921,23.38332,3695
1639.4785840511322,507.32188569205243,0.14635073,99.4,894897,0.9092266038060188,0.0038303034,0.0,0.14635073,9,507.32188569205243,23.383608,3704
1645.1372468471527,517.4758720880918,0.17129081,100.8,897828,0.8932624161243439,0.003999143,0.0,0.17129081,9,517.4758720880918,23.378824,3713
1650.6607694625854,544.715977547022,0.14220083,106.025,900756,0.9158608689904213,0.003813764,0.0,0.14220083,9,544.715977547022,23.373781,3722
1656.1708867549896,556.7346580136234,0.32187492,108.25,903795,0.9152220860123634,0.014935949,0.0,0.32187492,10,556.7346580136234,23.373537,3732
1661.7570667266846,550.3521027413412,0.14566292,108.45,906903,0.9135495200753212,0.0039102817,0.0,0.14566292,9,550.3521027413412,23.371405,3741
1667.295185804367,554.7568828925204,0.15056258,110.675,909939,0.9320914372801781,0.0040921057,0.0,0.15056258,9,554.7568828925204,23.37126,3750
1672.7720613479614,550.9942535866456,0.1599878,109.525,912939,0.8986485823988914,0.004478408,0.0,0.1599878,9,550.9942535866456,23.370184,3759
1678.3489727973938,576.5627994618972,0.14737563,114.425,915837,0.8793910890817642,0.0040628524,0.0,0.14737563,8,576.5627994618972,23.368914,3767
1683.8772127628326,610.6490167890516,0.17444482,120.625,919002,0.8771844580769539,0.00401291,0.0,0.17444482,7,610.6490167890516,23.368412,3774
1689.6538186073303,603.5041406190946,0.16029014,117.225,922023,0.8800928667187691,0.0040896796,0.0,0.16029014,10,603.5041406190946,23.367268,3784
