meankl,TimestepsSoFar,entropy,ev_tdlam_before,surrgain,EpThisIter,TimeElapsed,optimgain,EpRewMean,EpTrueRewMean,EpLenMean,EpisodesSoFar,entloss
0.0137650035,546879,22.934246,0.8855920061469078,0.29975137,10,1161.5253593921661,0.29975137,65.88572,469.1018457802576,95.0,2441,0.0
0.0038763979,549999,22.933859,0.9079349786043167,0.15172592,12,1168.112007856369,0.15172592,68.18974,483.41200966278757,96.05,2453,0.0
0.013332685,552777,22.92991,0.8486659228801727,0.28292227,9,1174.684968471527,0.28292227,68.36171,483.5108181697792,95.8,2462,0.0
0.014087036,555963,22.926205,0.8661031424999237,0.28208125,9,1181.1887209415436,0.28208125,70.2119,506.29302569248796,99.575,2471,0.0
0.013142632,558969,22.928288,0.8726729601621628,0.28396106,12,1187.7969608306885,0.28396106,66.93636,493.48838487205205,96.6,2483,0.0
0.014612876,562119,22.935305,0.8269820809364319,0.2970941,10,1194.2594792842865,0.2970941,69.08607,513.1464677924135,101.0,2493,0.0
0.013867882,565179,22.928291,0.8459426313638687,0.34791404,10,1200.81844997406,0.34791404,68.618744,516.5635129409144,100.4,2503,0.0
0.014157682,568248,22.931332,0.8757599145174026,0.27710384,12,1207.4053692817688,0.27710384,63.15859,481.6610688414062,94.675,2515,0.0
0.013686508,571152,22.93206,0.8799174353480339,0.2787916,10,1213.9244854450226,0.2787916,65.100204,495.67503636224967,97.45,2525,0.0
0.0038657654,574179,22.93156,0.8705679327249527,0.15786472,10,1220.4088582992554,0.15786472,62.731262,481.4635083894169,95.65,2535,0.0
0.0040952647,577356,22.928402,0.8692864030599594,0.14789352,11,1226.926635503769,0.14789352,61.5476,472.6041106528908,94.0,2546,0.0
0.013761742,580404,22.925621,0.8409426659345627,0.27263352,10,1233.4444139003754,0.27263352,65.58596,492.8901499298261,98.025,2556,0.0
0.014933578,583437,22.925472,0.8680414259433746,0.2978902,10,1239.9941754341125,0.2978902,67.69277,498.3743954809257,99.475,2566,0.0
0.014749176,586707,22.925781,0.8610711842775345,0.28596726,9,1246.7040781974792,0.28596726,71.109215,528.5118318001311,104.4,2575,0.0
0.014765661,589893,22.926434,0.8522996455430984,0.33613515,9,1253.3343136310577,0.33613515,75.33218,551.7129981866871,109.375,2584,0.0
0.0037882272,592917,22.926737,0.8635974675416946,0.13985172,10,1259.842402458191,0.13985172,72.49066,551.7515078948607,109.675,2594,0.0
0.014400209,595938,22.92407,0.8563805818557739,0.32190767,10,1266.3167543411255,0.32190767,72.40466,547.3900550056018,109.15,2604,0.0
0.01444732,598944,22.924093,0.8572938144207001,0.28890455,10,1272.8523435592651,0.28890455,71.790726,535.2178874814241,106.25,2614,0.0
