ev_tdlam_before,EpTrueRewMean,EpRewMean,entloss,TimeElapsed,EpThisIter,EpisodesSoFar,optimgain,TimestepsSoFar,EpLenMean,surrgain,meankl,entropy
0.7357352077960968,925.9219178465161,267.9577,0.0,458.4381356239319,1,443,0.1178358,310116,392.925,0.1178358,0.009358898,7.665588
0.7801608294248581,913.4778298040571,264.8541,0.0,462.85369658470154,1,444,0.10241538,310773,386.6,0.10241538,0.008674424,7.6485133
0.8569923490285873,863.300810241192,247.42485,0.0,467.22329115867615,4,448,0.08714798,314277,373.775,0.08714798,0.008888834,7.6489296
0.8221991509199142,896.1485780623104,256.0635,0.0,471.6057209968567,2,450,0.11097094,317292,384.15,0.11097094,0.008083251,7.6555333
0.9125407263636589,937.2629888898502,269.61725,0.0,476.0314826965332,2,452,0.12040508,320880,394.7,0.12040508,0.008568419,7.6449594
0.895085871219635,933.5519017012687,268.85928,0.0,480.4392488002777,3,455,0.110793546,323718,387.625,0.110793546,0.009067614,7.656811
0.8397373855113983,907.342246501491,261.1221,0.0,484.76603412628174,2,457,0.12523644,326430,379.05,0.12523644,0.007900697,7.635083
0.8592188954353333,919.1470304733475,265.33734,0.0,489.1816921234131,3,460,0.13107963,329109,378.975,0.13107963,0.011719452,7.6491094
0.8771831840276718,903.1267206763321,257.33478,0.0,493.5475580692291,3,463,0.09269771,331974,372.15,0.09269771,0.009397307,7.640384
0.8426909148693085,894.5749847233062,254.2897,0.0,497.94543623924255,4,467,0.09416564,335463,356.65,0.09416564,0.008980455,7.625903
0.7806627750396729,900.7912674385858,254.65723,0.0,502.3523681163788,4,471,0.11502841,338679,352.3,0.11502841,0.009964581,7.625048
0.8293894231319427,941.1569675204486,265.0459,0.0,506.70167660713196,2,473,0.08968149,341673,365.7,0.08968149,0.008797869,7.615552
0.9009666219353676,931.9753679883918,262.50958,0.0,511.15575432777405,2,475,0.10002941,343722,359.65,0.10002941,0.009459758,7.627515
