EpisodesSoFar,EpTrueRewMean,ev_tdlam_before,EpLenMean,surrgain,TimestepsSoFar,TimeElapsed,meankl,entloss,EpRewMean,entropy,EpThisIter,optimgain
518,2233.2047510902203,0.41134047508239746,836.125,0.04829546,526086,630.1063013076782,0.011438769,0.0,2233.2047510902203,3.4325035,1,0.04829546
521,2139.272679136372,0.6139300763607025,802.05,0.059203736,530997,633.7251687049866,0.008524496,0.0,2139.272679136372,3.431266,3,0.059203736
522,2139.3230554035936,-0.05591249465942383,802.05,0.050078586,533997,637.3889389038086,0.00904465,0.0,2139.3230554035936,3.4098186,1,0.050078586
523,2138.1277307957957,0.1010482907295227,802.05,0.055663608,536997,641.0095992088318,0.009292686,0.0,2138.1277307957957,3.375458,1,0.055663608
524,2139.019575260102,-0.009738326072692871,802.05,0.043636896,539997,644.5514707565308,0.009634639,0.0,2139.019575260102,3.3884819,1,0.043636896
525,2135.9549897637226,-0.03150451183319092,802.05,0.04688515,542997,648.1502976417542,0.008316202,0.0,2135.9549897637226,3.3656237,1,0.04688515
526,2140.9460157655767,0.18115800619125366,802.05,0.04461131,545997,651.730574131012,0.00917447,0.0,2140.9460157655767,3.368284,1,0.04461131
528,2080.266388845371,0.68697389960289,782.0,0.04685132,549591,655.3002800941467,0.008632459,0.0,2080.266388845371,3.3175733,2,0.04685132
529,2080.92904931605,0.14150714874267578,782.0,0.053363,552591,658.9343304634094,0.010075534,0.0,2080.92904931605,3.3790276,1,0.053363
530,2102.0713317595796,-0.06978464126586914,789.725,0.057596,555591,662.5058393478394,0.0089428425,0.0,2102.0713317595796,3.3964841,1,0.057596
532,2049.7617405437923,0.8295042812824249,768.675,0.061425053,559065,666.2473766803741,0.009406816,0.0,2049.7617405437923,3.405367,2,0.061425053
537,1783.2400795616009,0.8093692064285278,673.525,0.061329134,562647,669.8910624980927,0.009211283,0.0,1783.2400795616009,3.4338996,5,0.061329134
