surrgain,entropy,EpisodesSoFar,EpRewMean,TimeElapsed,EpLenMean,EpThisIter,optimgain,EpTrueRewMean,meankl,TimestepsSoFar,entloss,ev_tdlam_before
0.10943894,5.9587855,1075,381.0341,2202.4308891296387,723.65,3,0.10943894,2459.0771798059277,0.01216173,529154,0.0,0.9460407495498657
0.07680659,5.9204307,1076,392.91632,2206.760880947113,745.1,1,0.07680659,2552.4229684156753,0.01419601,530154,0.0,0.07099193334579468
0.11421737,5.8929853,1079,390.71674,2211.0292069911957,738.8,3,0.11421737,2513.0420196762325,0.012224175,531641,0.0,0.9215054214000702
0.069404125,5.9461007,1080,391.08215,2215.305638074875,738.8,1,0.069404125,2508.831560973905,0.01087841,532641,0.0,0.06631946563720703
0.088516146,5.9535966,1081,391.72192,2219.5988261699677,737.75,1,0.088516146,2496.6890115879914,0.011475444,533136,0.0,0.7349032461643219
0.08145456,5.9390063,1082,393.39435,2224.0366230010986,741.725,1,0.08145456,2503.6754096832256,0.011064476,534136,0.0,0.2285662293434143
0.09022066,5.8501573,1083,393.5152,2228.454782962799,741.725,1,0.09022066,2496.8034929479754,0.010612193,535136,0.0,0.3193269968032837
0.11388925,5.8542037,1084,383.22144,2232.8326387405396,722.75,1,0.11388925,2420.74109136408,0.012077922,535377,0.0,0.974055141210556
0.08866733,5.8430743,1086,387.57578,2237.28151345253,728.1,2,0.08866733,2437.2960330784563,0.011364011,537126,0.0,0.7461967766284943
0.094010025,5.8218226,1089,378.51202,2241.6259574890137,709.35,3,0.094010025,2349.104877088358,0.011413839,538970,0.0,0.7924572676420212
0.09970665,5.787481,1091,377.05026,2245.9222133159637,706.575,2,0.09970665,2339.8044139268427,0.011095898,540185,0.0,0.4733971357345581
0.08607596,5.765926,1093,381.93097,2250.2187316417694,716.475,2,0.08607596,2389.141515828397,0.012247074,541790,0.0,0.7497363984584808
0.09249765,5.816468,1094,381.82114,2254.4972128868103,716.475,1,0.09249765,2385.568028292232,0.010918748,542790,0.0,0.05643552541732788
0.08930795,5.8104243,1095,381.84305,2258.8038313388824,717.575,1,0.08930795,2366.8437292090216,0.010823859,543790,0.0,-0.04113316535949707
0.040000424,5.8262925,1096,381.49725,2263.14448928833,717.575,1,0.040000424,2359.9524389304497,0.0044923984,544790,0.0,-0.020633816719055176
0.09496437,5.8116055,1097,385.3663,2267.4587762355804,727.025,1,0.09496437,2400.177344756933,0.010580191,545790,0.0,-0.09066426753997803
0.0899442,5.8253584,1099,389.72626,2271.7576220035553,736.9,2,0.0899442,2448.4070497301213,0.011001323,547422,0.0,0.6516245007514954
0.098816216,5.8046665,1100,389.53363,2276.091588497162,736.9,1,0.098816216,2433.3942047691257,0.010991773,548422,0.0,0.5628914833068848
0.09998347,5.8425736,1102,388.3084,2280.4276645183563,736.9,2,0.09998347,2410.0531896723915,0.013173876,550422,0.0,0.609243631362915
0.12483489,5.855513,1103,377.37985,2284.7618160247803,718.575,1,0.12483489,2335.1212327753638,0.0119079845,550689,0.0,0.9459889233112335
0.09256083,5.9178514,1105,379.41025,2289.061503648758,724.1,2,0.09256083,2328.5915748088555,0.012858698,552283,0.0,0.5060181617736816
0.2435255,5.9357915,1106,386.5095,2293.3728754520416,737.425,1,0.2435255,2382.671576474608,0.012091253,553147,0.0,0.950730461627245
0.08148326,5.994852,1108,388.35962,2297.7052240371704,743.975,2,0.08148326,2391.085654703003,0.010600214,554531,0.0,0.8461322039365768
0.10642157,5.963765,1109,378.204,2301.979192495346,727.525,1,0.10642157,2322.4287450673028,0.013220329,554873,0.0,0.9892663303762674
0.07743687,5.964311,1110,379.03915,2306.2791855335236,727.525,1,0.07743687,2318.723742522635,0.010624317,555873,0.0,-0.09850680828094482
0.103037015,6.002181,1112,358.10727,2310.533595561981,692.475,2,0.103037015,2173.902678818629,0.012243908,556364,0.0,0.9761294219642878
0.08010723,6.0019374,1113,369.67105,2314.8184258937836,714.4,1,0.08010723,2252.5937643379416,0.010479811,557364,0.0,-0.029418230056762695
