surrgain,EpisodesSoFar,TimeElapsed,optimgain,EpLenMean,ev_tdlam_before,meankl,TimestepsSoFar,EpThisIter,entloss,entropy,EpTrueRewMean,EpRewMean
0.07410678,1387,2706.7732479572296,0.07410678,740.375,0.8616852760314941,0.0038542023,637401,1,0.0,6.279403,2231.753964545933,361.91437
0.11781572,1388,2710.8943779468536,0.11781572,739.95,0.8108594715595245,0.011965366,637796,1,0.0,6.3081236,2227.699493502396,360.8286
0.0827909,1389,2715.042721271515,0.0827909,739.95,0.02198106050491333,0.011046821,638796,1,0.0,6.3350782,2215.9251866310938,358.6816
0.08882128,1390,2719.1507856845856,0.08882128,739.95,0.04677373170852661,0.01200598,639796,1,0.0,6.334613,2222.2058554777504,358.9749
0.11069054,1391,2723.317181110382,0.11069054,743.025,0.7535118907690048,0.014160411,640766,1,0.0,6.30949,2238.2875205027144,360.9142
0.11444351,1393,2727.473007917404,0.11444351,749.25,0.6568949222564697,0.011842846,642502,2,0.0,6.291683,2268.4278739357856,364.53262
0.1078547,1394,2731.5849442481995,0.1078547,755.4,0.9010239765048027,0.013210069,642910,1,0.0,6.2613945,2291.044476442425,367.8072
0.09355703,1395,2735.6991698741913,0.09355703,774.5,-0.10644388198852539,0.012530135,643910,1,0.0,6.2860255,2360.352056087085,377.79614
0.10558194,1396,2739.8633069992065,0.10558194,780.625,0.7959267050027847,0.01449208,644460,1,0.0,6.2692833,2381.869326748628,380.26138
0.10097423,1397,2744.0160386562347,0.10097423,791.025,0.04704195261001587,0.014481853,645460,1,0.0,6.294391,2424.8231525653528,385.21075
0.12952478,1398,2748.1767184734344,0.12952478,783.675,0.8929910510778427,0.014417342,646166,1,0.0,6.302387,2407.709936548867,382.21744
0.11321998,1400,2752.35484790802,0.11321998,789.3,0.6536162197589874,0.01263207,647769,2,0.0,6.2840624,2429.6674514048555,385.37924
